customerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Churn,Contract
7459-IMVYU,18,39,2772.2200000000003,4,3,4,Needs Attention,No,Month-to-month
7459-RRWQZ,66,17,1115.49,2,2,3,Needs Attention,Yes,Month-to-month
7460-ITWWP,5,44,3833.94,5,4,4,Champions,No,Month-to-month
7463-IFMQU,14,72,1449.54,4,5,3,Loyal Customers,No,Two year
7465-ZZRVX,16,2,139.48000000000002,4,1,1,Potential Loyalists,No,Month-to-month
7469-LKBCI,22,15,287.95,3,2,1,Needs Attention,No,Two year
7470-DYNOE,23,54,3283.19,3,4,4,Needs Attention,No,One year
7470-MCQTK,151,13,623.0799999999999,1,2,2,Hibernating,Yes,Month-to-month
7471-MQPOS,7,70,5129.01,5,5,5,Champions,No,One year
7471-WNSUF,28,59,1410.77,2,4,3,At Risk,No,One year
7472-EQOAV,34,70,6095.95,2,5,5,At Risk,No,One year
7473-ZBDSN,28,13,239.85000000000002,2,2,1,Hibernating,No,Two year
7479-NITWS,143,9,796.9300000000001,1,2,2,Hibernating,Yes,Month-to-month
7480-QNVZJ,136,52,4962.47,1,4,5,At Risk,Yes,Month-to-month
7480-SPLEF,31,68,1774.71,2,5,3,At Risk,No,Two year
7481-ATQQS,88,48,4357.54,1,4,4,At Risk,Yes,Month-to-month
7483-IQWIB,11,39,3538.17,5,3,4,Needs Attention,No,Month-to-month
7486-KSRVI,64,45,4541.61,2,4,5,At Risk,Yes,One year
7488-MXJIV,105,5,429.34000000000003,1,1,2,Hibernating,Yes,Month-to-month
7492-TAFJD,22,9,341.66,3,2,2,Needs Attention,No,Two year
7493-GVFIO,17,59,1207.75,4,4,3,Loyal Customers,No,Two year
7493-TPUWZ,170,1,69.14,1,1,1,Hibernating,Yes,Month-to-month
7495-OOKFY,167,7,563.98,1,2,2,Hibernating,Yes,Month-to-month
7501-IWUNG,30,61,4449.1,2,5,4,At Risk,No,Two year
7501-VTYLJ,6,2,108.26,5,1,1,Potential Loyalists,No,Month-to-month
7502-BNYGS,14,48,3340.88,4,4,4,Champions,No,Month-to-month
7503-EPSZW,26,63,1516.73,3,5,3,Loyal Customers,No,Two year
7503-MIOGA,25,74,6631.35,3,5,5,Needs Attention,No,Two year
7503-QQRVF,164,16,1197.78,1,2,3,Needs Attention,Yes,Month-to-month
7503-ZGUZJ,87,1,92.03,1,1,1,Hibernating,Yes,Month-to-month
7504-UWHNB,8,25,1792.35,5,3,3,Potential Loyalists,No,Month-to-month
7508-DQAKK,20,63,5453.33,3,5,5,Needs Attention,No,Two year
7508-KBIMB,6,26,1491.35,5,3,3,Potential Loyalists,No,One year
7508-MYBOG,184,15,1269.39,1,2,3,Needs Attention,Yes,Month-to-month
7508-SMHXL,16,16,1458.17,4,2,3,Potential Loyalists,No,Month-to-month
7511-YMXVQ,58,11,494.81,2,2,2,Hibernating,Yes,Month-to-month
7515-LODFU,5,71,1442.8,5,5,3,Loyal Customers,No,Two year
7516-GMHUV,22,50,5290.62,3,4,5,Needs Attention,No,Two year
7517-LDMPS,10,11,918.89,5,2,2,Potential Loyalists,No,Month-to-month
7517-SAWMO,183,18,1358.6299999999999,1,2,3,Needs Attention,Yes,Month-to-month
7519-JTWQH,27,69,7581.81,3,5,5,Needs Attention,No,Two year
7520-HQWJU,6,65,4400.02,5,5,4,Champions,No,Month-to-month
7521-AFHAB,15,4,178.18,4,1,1,Potential Loyalists,No,Month-to-month
7521-YXVZY,9,3,59.96,5,1,1,Potential Loyalists,No,Month-to-month
7524-VRLPL,9,68,5039.36,5,5,5,Champions,No,Two year
7526-BEZQB,42,13,1237.81,2,2,3,Needs Attention,Yes,Month-to-month
7526-IVLYU,22,2,38.120000000000005,3,1,1,Needs Attention,No,Month-to-month
7527-QNRUS,11,16,398.09,5,2,2,Potential Loyalists,No,Two year
7529-ZDFXI,11,59,5280.35,5,4,5,Champions,No,Month-to-month
7530-HDYDS,52,37,3112.0299999999997,2,3,4,At Risk,Yes,Month-to-month
7531-GQHME,28,11,223.84,2,2,1,Hibernating,No,Month-to-month
7534-BFESC,144,26,1976.72,1,3,3,At Risk,Yes,Month-to-month
7537-CBQUZ,8,62,6823.36,5,5,5,Champions,No,Month-to-month
7537-RBWEA,29,2,52.22,2,1,1,Hibernating,No,Month-to-month
7538-GWHML,78,2,147.43,1,1,1,Hibernating,Yes,Month-to-month
7541-YLXCL,81,38,2504.01,1,3,4,At Risk,Yes,One year
7542-CYDDM,10,18,356.28000000000003,5,2,2,Potential Loyalists,No,Month-to-month
7544-ZVIKX,34,58,6075.08,2,4,5,At Risk,No,One year
7547-EKNFS,127,43,4079.81,1,4,4,At Risk,Yes,Month-to-month
7548-SEPYI,125,5,486.01,1,1,2,Hibernating,Yes,Month-to-month
7549-MYGPK,61,64,6437.48,2,5,5,At Risk,Yes,Month-to-month
7550-WIQVA,18,50,5429.31,4,4,5,Champions,No,One year
7551-DACSP,80,6,325.46,1,1,2,Hibernating,Yes,Month-to-month
7551-JOHTI,154,1,18.18,1,1,1,Hibernating,Yes,Month-to-month
7552-KEYGT,23,27,524.86,3,3,2,Loyal Customers,No,Two year
7554-AKDQF,6,6,276.24,5,1,1,Potential Loyalists,No,Month-to-month
7554-NEWDD,24,12,303.36,3,2,2,Needs Attention,No,Two year
7558-IMLMT,10,67,1394.05,5,5,3,Loyal Customers,No,Two year
7560-QJAVJ,33,71,5641.14,2,5,5,At Risk,No,Two year
7560-QRBXH,20,49,977.1,3,4,3,Loyal Customers,No,One year
7562-GSUHK,78,16,1455.53,1,2,3,Needs Attention,Yes,Month-to-month
7562-UXTPG,24,15,1058.69,3,2,3,Needs Attention,No,Month-to-month
7563-BIUPC,121,4,338.59000000000003,1,1,2,Hibernating,Yes,Month-to-month
7564-GHCVB,14,74,5823.5,4,5,5,Champions,No,Two year
7566-DSRLQ,22,73,8069.37,3,5,5,Needs Attention,No,Two year
7567-ECMCM,28,25,2034.1399999999999,2,3,3,At Risk,No,Month-to-month
7568-PODML,180,2,93.99000000000001,1,1,1,Hibernating,Yes,Month-to-month
7569-NMZYQ,11,72,8476.86,5,5,5,Champions,No,Two year
7570-WELNY,4,70,5975.24,5,5,5,Champions,No,Two year
7571-YXDAD,103,4,306.99,1,1,2,Hibernating,Yes,Month-to-month
7572-KPVKK,18,64,6675.42,4,5,5,Champions,No,Two year
7576-ASEJU,30,41,3061.07,2,4,4,At Risk,No,One year
7576-JMYWV,16,48,5289.93,4,4,5,Champions,No,Month-to-month
7576-OYWBN,65,4,302.2,2,1,2,Hibernating,Yes,Month-to-month
7577-SWIFR,16,2,181.44,4,1,1,Potential Loyalists,No,Month-to-month
7579-KKLOE,24,72,6584.89,3,5,5,Needs Attention,No,Two year
7579-OOPEC,73,2,94.84,1,1,1,Hibernating,Yes,Month-to-month
7580-UGXNC,86,3,167.97,1,1,1,Hibernating,Yes,Month-to-month
7581-EBBOU,19,62,4295.15,4,5,4,Champions,No,One year
7586-ZATGZ,23,40,3438.82,3,3,4,Needs Attention,No,Month-to-month
7587-AOVVU,6,27,2698.17,5,3,4,Needs Attention,No,Month-to-month
7587-RZNME,36,4,175.14,2,1,1,Hibernating,Yes,Month-to-month
7590-VHVEG,11,3,88.07,5,1,1,Potential Loyalists,No,Month-to-month
7593-JNWRU,56,8,356.61,2,2,2,Hibernating,Yes,Month-to-month
7593-XFKDI,53,1,45.67,2,1,1,Hibernating,Yes,Month-to-month
7594-LZNWR,13,33,2309.19,4,3,4,Needs Attention,No,Month-to-month
7594-RQHXR,156,3,232.0,1,1,1,Hibernating,Yes,Month-to-month
7595-EHCDL,26,33,1665.18,3,3,3,Loyal Customers,No,Month-to-month
7595-EUIVN,39,3,229.61,2,1,1,Hibernating,Yes,Month-to-month
7596-IIWYC,24,29,589.12,3,3,2,Loyal Customers,No,Two year
7596-LDUXP,32,13,1104.77,2,2,3,Needs Attention,No,One year
7596-ZYWBB,5,64,3786.24,5,5,4,Champions,No,Two year
7598-UAASY,100,2,158.45,1,1,1,Hibernating,Yes,Month-to-month
7599-FKVXZ,126,44,4673.98,1,4,5,At Risk,Yes,Month-to-month
7599-NTMDP,22,61,2975.29,3,5,4,Needs Attention,No,Two year
7601-DHFWZ,30,48,1156.74,2,4,3,At Risk,No,Two year
7601-GNDYK,10,35,681.43,5,3,2,Potential Loyalists,No,Two year
7601-WFVZV,28,1,19.07,2,1,1,Hibernating,No,Month-to-month
7602-DBTOU,7,70,1376.74,5,5,3,Loyal Customers,No,Two year
7602-MVRMB,20,73,8030.34,3,5,5,Needs Attention,No,Two year
7603-USHJS,84,14,1038.94,1,2,3,Needs Attention,Yes,Month-to-month
7605-BDWDC,32,32,1605.95,2,3,3,At Risk,No,Two year
7605-SNLQG,33,44,2208.78,2,4,4,At Risk,No,Month-to-month
7606-BPHHN,27,72,1421.7,3,5,3,Loyal Customers,No,Two year
7607-QKKTJ,14,47,4503.58,4,4,4,Champions,No,One year
7608-RGIRO,13,63,1540.1,4,5,3,Loyal Customers,No,Two year
7609-NRNCA,23,19,374.78,3,2,2,Needs Attention,No,One year
7609-YBPXG,20,56,4832.34,3,4,5,Needs Attention,No,Two year
7610-TVOPG,32,17,452.87,2,2,2,Hibernating,No,Month-to-month
7611-YKYTC,11,24,1801.28,5,3,3,Potential Loyalists,No,Month-to-month
7613-LLQFO,60,13,1093.07,2,2,3,Needs Attention,Yes,Month-to-month
7614-QVWQL,79,50,2610.54,1,4,4,At Risk,Yes,One year
7615-ESMYF,52,2,87.32,2,1,1,Hibernating,Yes,Month-to-month
7617-EYGLW,5,3,56.980000000000004,5,1,1,Potential Loyalists,No,Month-to-month
7619-ODSGN,30,25,1377.9,2,3,3,At Risk,Yes,Month-to-month
7619-PLRLP,11,55,4073.97,5,4,4,Champions,No,One year
7621-VPNET,22,43,3689.52,3,4,4,Needs Attention,No,Month-to-month
7622-FWGEW,19,57,4935.26,4,4,5,Champions,No,Two year
7622-NXQZR,2,29,865.04,5,3,2,Potential Loyalists,No,Month-to-month
7623-HKYRK,6,7,134.16,5,2,1,Potential Loyalists,No,Month-to-month
7623-TRNQN,100,3,146.82999999999998,1,1,1,Hibernating,Yes,Month-to-month
7625-XCQRH,99,12,912.67,1,2,2,Hibernating,Yes,Month-to-month
7627-JKIAZ,140,38,3021.07,1,3,4,At Risk,Yes,Month-to-month
7629-WFGLW,8,57,5479.91,5,4,5,Champions,No,One year
7629-WIXZF,22,7,413.6,3,2,2,Needs Attention,No,One year
7632-MNYOY,35,68,7506.35,2,5,5,At Risk,Yes,One year
7632-YUTXB,20,24,488.86,3,3,2,Loyal Customers,No,One year
7633-MVPUY,10,57,3387.03,5,4,4,Champions,No,Two year
7634-HLQJR,15,46,925.06,4,4,2,Loyal Customers,No,Two year
7634-WSWDB,15,9,348.65999999999997,4,2,2,Potential Loyalists,No,Month-to-month
7636-OWBPG,18,13,386.91,4,2,2,Potential Loyalists,No,Month-to-month
7636-PEPNS,21,60,2652.53,3,4,4,Needs Attention,No,One year
7636-XUHWW,11,2,38.29,5,1,1,Potential Loyalists,No,Month-to-month
7638-QVMVY,152,9,718.4,1,2,2,Hibernating,Yes,Month-to-month
7639-LIAYI,11,53,4258.66,5,4,4,Champions,No,Two year
7639-OPLNG,23,69,5430.44,3,5,5,Needs Attention,No,Two year
7639-SUPCW,88,21,1041.81,1,3,3,At Risk,Yes,Month-to-month
7641-EUYET,80,46,4616.66,1,4,5,At Risk,Yes,Month-to-month
7641-TQFHN,30,41,4099.3,2,4,4,At Risk,No,Two year
7643-RCHXS,25,62,1205.4,3,5,3,Loyal Customers,No,Two year
7644-OMVMY,30,1,18.97,2,1,1,Hibernating,No,Two year
7647-GYYKX,20,55,1119.68,3,4,3,Loyal Customers,No,Two year
7649-PHJVR,12,11,211.94,4,2,1,Potential Loyalists,No,One year
7649-SIJJF,18,71,5695.1,4,5,5,Champions,No,Two year
7654-YWJUF,9,42,3516.86,5,4,4,Champions,No,One year
7657-DYEPJ,117,37,2579.4,1,3,4,At Risk,Yes,One year
7658-UYUQS,28,22,1899.8,2,3,3,At Risk,No,Month-to-month
7660-HDPJV,32,1,62.86,2,1,1,Hibernating,Yes,Month-to-month
7661-CPURM,27,18,1593.91,3,2,3,Needs Attention,No,One year
7663-CUXZB,20,61,6835.18,3,5,5,Needs Attention,No,Two year
7663-RGWBC,64,2,84.32,2,1,1,Hibernating,Yes,Month-to-month
7663-YJHSN,8,74,7724.06,5,5,5,Champions,No,Two year
7663-ZTEGJ,18,28,2812.81,4,3,4,Needs Attention,No,One year
7665-NKLAV,9,38,1547.04,5,3,3,Potential Loyalists,No,Two year
7665-TOALD,70,2,134.86,1,1,1,Hibernating,Yes,Month-to-month
7665-VIGUD,12,12,242.31,4,2,1,Potential Loyalists,No,One year
7666-WKRON,84,38,3065.04,1,3,4,At Risk,Yes,Two year
7668-XCFYV,16,18,1698.77,4,2,3,Potential Loyalists,No,Month-to-month
7669-LCRSD,18,14,790.08,4,2,2,Potential Loyalists,No,Month-to-month
7670-ZBPOQ,7,58,3555.38,5,4,4,Champions,No,One year
7672-VFMXZ,21,57,3168.44,3,4,4,Needs Attention,No,Month-to-month
7673-BQGKU,24,69,1398.02,3,5,3,Loyal Customers,No,Two year
7673-LPRNY,7,22,1748.73,5,3,3,Potential Loyalists,No,One year
7674-YTAFD,11,32,2550.48,5,3,4,Needs Attention,No,One year
7675-OZCZG,38,2,85.81,2,1,1,Hibernating,Yes,Month-to-month
7677-SJJJK,18,9,183.7,4,2,1,Potential Loyalists,No,One year
7682-AZNDK,14,34,3053.94,4,3,4,Needs Attention,No,Month-to-month
7683-CBDKJ,50,14,916.59,2,2,2,Hibernating,Yes,Month-to-month
7684-XSZIY,20,72,1751.97,3,5,3,Loyal Customers,No,Two year
7688-AWMDX,8,73,3945.51,5,5,4,Champions,No,Two year
7690-KPNCU,17,65,4718.04,4,5,5,Champions,No,One year
7691-KGKGP,12,52,3410.2200000000003,4,4,4,Champions,No,Month-to-month
7691-XVTZH,19,67,6055.3099999999995,4,5,5,Champions,No,Two year
7693-LCKZL,164,7,554.28,1,2,2,Hibernating,Yes,Month-to-month
7693-QPEFS,29,53,3831.69,2,4,4,At Risk,No,Month-to-month
7694-VLBWQ,65,66,6859.09,2,5,5,At Risk,Yes,One year
7695-PKLCZ,28,68,1382.18,2,5,3,At Risk,No,Two year
7696-AMHOD,11,50,3918.84,5,4,4,Champions,No,One year
7696-CFTAT,24,36,713.34,3,3,2,Loyal Customers,No,Two year
7698-YFGEZ,7,1,19.92,5,1,1,Potential Loyalists,No,Month-to-month
7703-ZEKEF,125,25,1993.6299999999999,1,3,3,At Risk,Yes,Month-to-month
7706-DZNKK,18,13,268.14,4,2,1,Potential Loyalists,No,Month-to-month
7706-YLMQA,21,69,1352.69,3,5,3,Loyal Customers,No,One year
7707-PYBBH,5,41,2520.6,5,4,4,Champions,No,Month-to-month
7710-JSYOA,10,69,6451.69,5,5,5,Champions,No,Two year
7711-GQBZC,14,71,1759.73,4,5,3,Loyal Customers,No,Two year
7711-YIJWC,20,63,5360.0,3,5,5,Needs Attention,No,One year
7714-YXSMB,17,26,2622.51,4,3,4,Needs Attention,No,Month-to-month
7716-YTYHG,47,48,3986.95,2,4,4,At Risk,Yes,One year
7717-BICXI,26,61,1247.37,3,5,3,Loyal Customers,No,Two year
7718-RXDGG,24,14,964.62,3,2,2,Needs Attention,No,Month-to-month
7718-UPSKJ,25,70,7525.18,3,5,5,Needs Attention,No,One year
7721-DVEKZ,32,3,57.17,2,1,1,Hibernating,No,Month-to-month
7721-JXEAW,96,59,2419.22,1,4,4,At Risk,Yes,Month-to-month
7722-CVFXN,22,54,5640.0199999999995,3,4,5,Needs Attention,No,One year
7722-VJRQD,15,71,4338.11,4,5,4,Champions,No,Two year
7727-SHVZV,31,9,171.32,2,2,1,Hibernating,No,Month-to-month
7729-JTEEC,21,1,42.09,3,1,1,Needs Attention,No,Month-to-month
7729-XBTWX,5,65,1281.01,5,5,3,Loyal Customers,No,Two year
7730-CLDSV,20,71,7016.4,3,5,5,Needs Attention,No,Two year
7730-IUTDZ,174,44,3329.19,1,4,4,At Risk,Yes,Month-to-month
7733-UDMTP,9,58,3184.39,5,4,4,Champions,No,Month-to-month
7734-DBOAI,43,1,39.78,2,1,1,Hibernating,Yes,Month-to-month
7739-LAXOG,169,34,3118.31,1,3,4,At Risk,Yes,Month-to-month
7740-BTPUX,28,56,6418.09,2,4,5,At Risk,No,Two year
7740-KKCXF,14,51,1543.11,4,4,3,Loyal Customers,No,Month-to-month
7742-MYPGI,29,6,298.83,2,1,2,Hibernating,No,Month-to-month
7743-EXURX,168,7,352.53,1,2,2,Hibernating,Yes,Month-to-month
7746-AWNQW,25,29,1031.14,3,3,3,Loyal Customers,No,Month-to-month
7746-QYVCO,27,18,990.51,3,2,3,Needs Attention,No,One year
7748-UMTRK,8,30,3041.92,5,3,4,Needs Attention,No,Month-to-month
7750-EYXWZ,18,14,854.49,4,2,2,Potential Loyalists,No,One year
7752-XUSCI,147,61,6522.59,1,5,5,At Risk,Yes,Month-to-month
7753-USQYQ,31,57,3712.87,2,4,4,At Risk,No,One year
7754-IXRMC,7,1,47.64,5,1,1,Potential Loyalists,No,Month-to-month
7758-UJWYS,26,33,1330.48,3,3,3,Loyal Customers,No,Two year
7758-XKCBS,68,16,469.68,2,2,2,Hibernating,Yes,Month-to-month
7760-OYPDY,168,1,85.19,1,1,1,Hibernating,Yes,Month-to-month
7762-ONLJY,10,7,142.19,5,2,1,Potential Loyalists,No,One year
7762-URZQH,105,65,6834.54,1,5,5,At Risk,Yes,Two year
7764-BDPEE,15,5,103.06,4,1,1,Potential Loyalists,No,Month-to-month
7765-LWVVH,22,72,6941.11,3,5,5,Needs Attention,No,Two year
7766-CLTIC,14,11,664.91,4,2,2,Potential Loyalists,No,Month-to-month
7767-UXAGJ,60,3,152.14,2,1,1,Hibernating,Yes,Month-to-month
7771-CFQRQ,10,49,3120.85,5,4,4,Champions,No,Two year
7771-ZONAT,6,22,1265.88,5,3,3,Potential Loyalists,No,Two year
7774-OJSXI,75,32,3339.06,1,3,4,At Risk,Yes,One year
7776-QGYJC,19,38,3077.81,4,3,4,Needs Attention,No,Month-to-month
7776-QWNFX,164,32,1640.95,1,3,3,At Risk,Yes,Month-to-month
7777-UNYHB,4,11,215.51,5,2,1,Potential Loyalists,No,Month-to-month
7779-LGOVN,48,11,940.46,2,2,2,Hibernating,Yes,Month-to-month
7779-ORAEL,21,45,3410.64,3,4,4,Needs Attention,No,Two year
7780-OTDSO,149,19,1900.85,1,2,3,Needs Attention,Yes,Month-to-month
7781-EWARA,34,71,4252.31,2,5,4,At Risk,No,One year
7781-HVGMK,21,73,4725.34,3,5,5,Needs Attention,No,Two year
7783-YKGDV,38,13,1273.56,2,2,3,Needs Attention,Yes,Month-to-month
7785-RDVIG,26,5,95.44,3,1,1,Needs Attention,No,Month-to-month
7786-WBJYI,79,6,467.12,1,1,2,Hibernating,Yes,Month-to-month
7787-BNTZM,14,6,121.73,4,1,1,Potential Loyalists,No,Month-to-month
7789-CRUVC,5,60,5616.45,5,4,5,Champions,No,Month-to-month
7789-HKSBS,31,44,4622.65,2,4,5,At Risk,No,One year
7794-JASDG,34,3,150.26,2,1,1,Hibernating,No,Month-to-month
7795-CFOCW,25,46,1963.9,3,4,3,Loyal Customers,No,One year
7797-EJMDP,19,9,592.87,4,2,2,Potential Loyalists,No,Month-to-month
7798-JVXYM,14,13,896.6,4,2,2,Potential Loyalists,No,Month-to-month
7799-DSEWS,12,17,1168.22,4,2,3,Potential Loyalists,No,Month-to-month
7799-LGRDP,12,43,1105.76,4,4,3,Loyal Customers,No,Two year
7801-CEDNV,29,28,1380.02,2,3,3,At Risk,No,One year
7801-KICAO,22,19,1424.7,3,2,3,Needs Attention,No,Month-to-month
7802-EFKNY,126,7,178.42,1,2,1,Hibernating,Yes,Month-to-month
7803-XOCCZ,10,51,4340.0199999999995,5,4,4,Champions,No,Month-to-month
7808-DVWEP,30,3,58.44,2,1,1,Hibernating,No,Month-to-month
7811-JIVPF,16,25,1248.17,4,3,3,Potential Loyalists,No,Month-to-month
7812-FZHPE,38,17,397.45,2,2,2,Hibernating,Yes,Month-to-month
7813-TKCVO,10,22,442.53000000000003,5,3,2,Potential Loyalists,No,One year
7813-ZGGAW,26,31,3011.1,3,3,4,Needs Attention,No,Month-to-month
7814-LEEVE,26,1,20.19,3,1,1,Needs Attention,No,Month-to-month
7815-PDTHL,11,35,714.36,5,3,2,Potential Loyalists,No,Two year
7816-VGHTO,21,8,322.52,3,2,2,Needs Attention,No,Two year
7817-BOQPW,140,3,216.5,1,1,1,Hibernating,Yes,Month-to-month
7817-OMJNA,15,15,306.95,4,2,2,Potential Loyalists,No,One year
7820-ZYGNY,28,64,5742.59,2,5,5,At Risk,No,One year
7821-DPRQE,19,69,7418.28,4,5,5,Champions,No,Month-to-month
7823-JSOAG,28,3,225.44,2,1,1,Hibernating,No,Month-to-month
7824-PANSQ,25,58,4656.93,3,4,5,Needs Attention,No,Month-to-month
7825-ECJRF,143,18,1916.68,1,2,3,Needs Attention,Yes,Month-to-month
7825-GKXMW,105,2,92.19999999999999,1,1,1,Hibernating,Yes,Month-to-month
7826-VVKWT,3,24,2362.48,5,3,4,Needs Attention,No,Two year
7831-QGOXH,141,17,1448.55,1,2,3,Needs Attention,Yes,Month-to-month
7833-PKIHD,15,52,3955.62,4,4,4,Champions,No,One year
7838-LAZFO,18,45,3515.73,4,4,4,Champions,No,One year
7839-NUIAA,3,61,3628.25,5,5,4,Champions,No,Month-to-month
7839-QRKXN,180,1,20.59,1,1,1,Hibernating,Yes,Month-to-month
7841-FCRQD,16,32,1702.42,4,3,3,Potential Loyalists,No,One year
7841-TZDMQ,143,4,182.23,1,1,1,Hibernating,Yes,Month-to-month
7845-URHJN,130,10,201.06,1,2,1,Hibernating,Yes,Month-to-month
7850-THJMU,13,28,548.89,4,3,2,Potential Loyalists,No,Two year
7850-VWJUU,8,23,1702.92,5,3,3,Potential Loyalists,No,Month-to-month
7851-FLGGQ,156,2,88.37,1,1,1,Hibernating,Yes,Month-to-month
7851-WZEKY,124,1,100.5,1,1,1,Hibernating,Yes,Month-to-month
7852-LECYP,11,15,1426.97,5,2,3,Potential Loyalists,No,Month-to-month
7853-GVUDZ,39,2,41.19,2,1,1,Hibernating,Yes,Month-to-month
7853-OETYL,3,4,115.19,5,1,1,Potential Loyalists,No,Month-to-month
7853-WNZSY,12,1,21.25,4,1,1,Potential Loyalists,No,Month-to-month
7854-EDSSA,42,23,1338.77,2,3,3,At Risk,Yes,Month-to-month
7854-EKTJL,87,1,19.99,1,1,1,Hibernating,Yes,Month-to-month
7854-FOKSF,171,2,73.93,1,1,1,Hibernating,Yes,Month-to-month
7855-DIWPO,28,23,1598.16,2,3,3,At Risk,No,Month-to-month
7856-GANIL,18,46,4539.62,4,4,5,Champions,No,One year
7858-GTZSP,8,14,1210.81,5,2,3,Potential Loyalists,No,Month-to-month
7860-KSUGX,29,71,4563.75,2,5,5,At Risk,No,Two year
7860-UXCRM,4,63,4722.37,5,5,5,Champions,No,Two year
7861-UVUFT,135,17,1440.07,1,2,3,Needs Attention,Yes,Month-to-month
7868-BGSZA,16,43,3450.9,4,4,4,Champions,No,One year
7868-TMWMZ,32,62,6810.53,2,5,5,At Risk,No,Two year
7869-ZYDST,9,32,1862.0,5,3,3,Potential Loyalists,No,Month-to-month
7872-BAAZR,10,53,1040.72,5,4,3,Loyal Customers,No,One year
7872-RDDLZ,7,69,3763.07,5,5,4,Champions,No,Month-to-month
7873-CVMAW,25,73,6460.51,3,5,5,Needs Attention,No,Two year
7874-ECPQJ,22,6,117.14,3,1,1,Needs Attention,No,Month-to-month
7876-AEHIG,20,53,3196.2,3,4,4,Needs Attention,No,One year
7876-BEUTG,1,15,728.5,5,2,2,Potential Loyalists,No,Month-to-month
7876-DNYAP,15,69,1365.9,4,5,3,Loyal Customers,No,Two year
7878-JGDKK,22,3,140.37,3,1,1,Needs Attention,No,Month-to-month
7878-RTCZG,13,1,19.26,4,1,1,Potential Loyalists,No,Month-to-month
7879-CGSFV,19,57,5745.57,4,4,5,Champions,No,One year
7880-XSOJX,29,4,170.52,2,1,1,Hibernating,No,Month-to-month
7881-EVUAD,31,2,83.21000000000001,2,1,1,Hibernating,Yes,Month-to-month
7881-INRLC,49,47,4790.05,2,4,5,At Risk,Yes,Month-to-month
7883-ROJOC,4,20,896.4,5,3,2,Potential Loyalists,No,Month-to-month
7890-VYYWG,179,3,114.69999999999999,1,1,1,Hibernating,Yes,Month-to-month
7892-POOKP,92,30,3160.64,1,3,4,At Risk,Yes,Month-to-month
7892-QVYKW,5,24,2064.64,5,3,3,Potential Loyalists,No,Month-to-month
7893-IXHRQ,88,3,64.86,1,1,1,Hibernating,Yes,Month-to-month
7895-VONWT,22,26,1247.89,3,3,3,Loyal Customers,No,Month-to-month
7898-PDWQE,34,73,5897.37,2,5,5,At Risk,No,Two year
7901-HXJVA,15,14,1044.97,4,2,3,Potential Loyalists,No,Month-to-month
7901-IIDQV,7,23,1262.96,5,3,3,Potential Loyalists,No,One year
7901-TBKJX,16,57,5751.17,4,4,5,Champions,No,Month-to-month
7903-CMPEY,60,3,253.11,2,1,1,Hibernating,Yes,Month-to-month
7905-NJMXS,25,7,470.95000000000005,3,2,2,Needs Attention,No,Month-to-month
7905-TVXTA,22,6,388.76,3,1,2,Needs Attention,No,Month-to-month
7908-QCBCA,179,1,75.61,1,1,1,Hibernating,Yes,Month-to-month
7909-FIOIY,23,21,524.09,3,3,2,Loyal Customers,No,Month-to-month
7912-SYRQT,61,8,591.56,2,2,2,Hibernating,Yes,Month-to-month
7916-VCCPB,11,15,1126.33,5,2,3,Potential Loyalists,No,Month-to-month
7919-ZODZZ,17,10,666.38,4,2,2,Potential Loyalists,No,One year
7921-BEPCI,21,71,4243.53,3,5,4,Needs Attention,No,Two year
7921-LMDFQ,28,50,4708.46,2,4,5,At Risk,No,One year
7923-IYJWY,13,66,7658.09,4,5,5,Champions,No,Two year
7924-GJZFI,30,26,1807.54,2,3,3,At Risk,No,Month-to-month
7925-PNRGI,22,47,3812.48,3,4,4,Needs Attention,No,Month-to-month
7926-IJOOU,29,1,17.92,2,1,1,Hibernating,No,Month-to-month
7927-AUXBZ,111,32,2700.3,1,3,4,At Risk,Yes,Month-to-month
7928-VJYAB,24,11,1001.74,3,2,3,Needs Attention,No,Month-to-month
7929-DMBCV,15,21,1711.04,4,3,3,Potential Loyalists,No,Month-to-month
7929-SKFGK,22,72,8167.72,3,5,5,Needs Attention,No,Two year
7931-PXHFC,120,37,2305.94,1,3,4,At Risk,Yes,One year
7932-WPTDS,169,1,25.21,1,1,1,Hibernating,Yes,Month-to-month
7938-OUHIO,57,4,410.33,2,1,2,Hibernating,Yes,Month-to-month
7940-UQQUG,9,66,6815.22,5,5,5,Champions,No,One year
7941-RCJOW,27,65,1269.44,3,5,3,Loyal Customers,No,Two year
7943-RQCHR,159,10,937.66,1,2,2,Hibernating,Yes,Month-to-month
7945-HLKEA,25,61,3960.87,3,5,4,Needs Attention,No,One year
7945-PRBVF,17,34,726.89,4,3,2,Potential Loyalists,No,Two year
7950-XWOVN,25,12,414.28,3,2,2,Needs Attention,No,Month-to-month
7951-QKZPL,137,34,826.46,1,3,2,Needs Attention,Yes,Two year
7951-VRDVK,5,37,3175.14,5,3,4,Needs Attention,No,One year
7952-OBOYL,9,3,279.88,5,1,1,Potential Loyalists,No,Month-to-month
7954-MLBUN,34,32,3172.2,2,3,4,At Risk,No,Two year
7956-XQWGU,19,27,527.36,4,3,2,Potential Loyalists,No,Month-to-month
